anr;datum;titel_off_d;rechtsform;d1e1;d1e2;d1e3;d2e1;d2e2;d2e3;d3e1;d3e2;d3e3;dep;br-pos;legislatur;legisjahr;bv-pos;nr-pos;nrja;nrnein;sr-pos;srja;srnein;urheber;p-fdp;p-sps;p-svp;p-mitte;p-evp;p-gps;p-glp;p-ucsp;p-pda;p-sd;p-edu;p-fps;p-lega;p-kvp;p-mcg;p-cvp;p-bdp;p-lps;p-ldu;p-poch;p-rep;p-eco;p-sgv;p-sbv;p-sgb;p-travs;p-sav;p-vsa;p-vpod;p-voev;p-tcs;p-vcs;p-acs;p-sbk;p-ssv;p-gem;p-kdk;p-kkjpd;p-gdk;p-ldk;p-vdk;p-sodk;p-endk;p-fdk;p-edk;p-bpuk;nr-wahl;w-fdp;w-sp;w-svp;w-mitte;w-evp;w-gps;w-glp;w-csp;w-pda;w-sd;w-edu;w-fps;w-lega;w-kvp;w-mcg;w-cvp;w-bdp;w-lps;w-ldu;w-poch;w-rep;w-ubrige;ja-lager;nein-lager;keinepar-summe;leer-summe;freigabe-summe;unbekannt-summe;neutral-summe;volk;stand;annahme;berecht;stimmen;bet;leer;ungultig;gultig;volkja;volknein;volkja-proz;kt-ja;kt-nein;ktjaproz
570;09.06.2013;Volksinitiative «Volkswahl des Bundesrates»;3;1;1.3;1.31;1;1.2;1.24;1;1.4;.;3;2;49;2011-2015;2;2;49;137;2;5;34;SVP;2;2;1;9999;2;2;2;2;2;2;1;2;.;1;1;2;2;9999;9999;9999;9999;.;2;.;.;2;.;9999;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;2011;15.10;18.70;26.60;.;2.00;8.40;5.40;0.30;0.90;0.20;1.30;0.00;0.80;.;0.40;12.30;5.40;0.00;0.00;0.00;0.00;2.20;28.30;68.70;0.00;0.00;0.00;3.00;.;0;0;0;5184334;2048664;39.52;12777;5516;2030371;480291;1550080;23.66;0;23;0.00
571;09.06.2013;Änderung des Asylgesetzes (AsylG) (Dringliche Änderungen des Asylgesetzes);2;10;10.3;10.32;.;.;.;.;.;.;3;1;49;2011-2015;1;1;122;49;1;36;9;Junge Grüne, verschiedene Organisationen;1;2;1;9999;1;2;1;2;2;1;1;1;.;1;1;1;1;9999;9999;9999;9999;.;1;.;2;2;1;9999;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;2011;15.10;18.70;26.60;.;2.00;8.40;5.40;0.30;0.90;0.20;1.30;0.00;0.80;.;0.40;12.30;5.40;0.00;0.00;0.00;0.00;2.20;68.70;28.30;0.00;0.00;0.00;3.00;.;1;3;1;5184334;2044092;39.43;33033;5878;2005181;1573007;432174;78.45;23;0;100.00
572;22.09.2013;Volksinitiative «Ja zur Aufhebung der Wehrpflicht»;3;3;3.2;3.22;.;.;.;.;.;.;4;2;49;2011-2015;2;2;57;128;2;8;32;GSoA;2;1;2;9999;2;1;2;1;2;2;2;2;2;2;2;2;2;9999;9999;9999;9999;2;2;2;3;.;.;9999;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;2011;15.10;18.70;26.60;.;2.00;8.40;5.40;0.30;0.90;0.20;1.30;0.00;0.80;.;0.40;12.30;5.40;0.00;0.00;0.00;0.00;2.20;27.40;70.40;0.00;0.00;0.00;2.20;.;0;0;0;5195333;2436112;46.89;21782;6534;2407796;644985;1762811;26.79;0;23;0.00
573;22.09.2013;Bundesgesetz über die Bekämpfung übertragbarer Krankheiten des Menschen (Epidemiengesetz, EpG);2;10;10.1;10.11;.;.;.;.;.;.;2;1;49;2011-2015;1;1;149;14;1;40;2;Netzwerk Impfentscheid, Bürger für Bürger, EDU, Human Life International, Jugend & Familie, JSVP, Wahre Demokratie;1;1;2;9999;1;1;1;1;.;1;2;2;.;2;1;1;1;9999;9999;9999;9999;.;1;1;1;.;.;9999;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;2011;15.10;18.70;26.60;.;2.00;8.40;5.40;0.30;0.90;0.20;1.30;0.00;0.80;.;0.40;12.30;5.40;0.00;0.00;0.00;0.00;2.20;68.20;27.90;0.00;0.00;0.00;3.90;.;1;3;1;5195333;2424629;46.67;56284;7217;2361128;1416741;944387;60.00;20;3;86.96
574;22.09.2013;Änderung des Bundesgesetzes über die Arbeit in Industrie, Gewerbe und Handel (Arbeitsgesetz, ArG);2;4;4.2;4.21;.;.;.;.;.;.;6;1;49;2011-2015;1;1;128;59;1;29;11;Sonntagsallianz (kirchliche Organisationen, linke und christliche politische Parteien, Gewerkschaften, Frauenverbände, Suchthilfestellen und Arbeitsmediziner);1;2;1;9999;2;2;1;2;2;2;2;1;1;2;1;1;1;9999;9999;9999;9999;1;1;1;2;2;.;9999;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;2011;15.10;18.70;26.60;.;2.00;8.40;5.40;0.30;0.90;0.20;1.30;0.00;0.80;.;0.40;12.30;5.40;0.00;0.00;0.00;0.00;2.20;66.00;31.80;0.00;0.00;0.00;2.20;.;1;3;1;5195333;2425079;46.68;44254;6789;2374036;1324528;1049508;55.79;18;5;78.26
575;24.11.2013;Volksinitiative «1:12 - Für gerechte Löhne»;3;4;4.2;.;.;.;.;.;.;.;6;2;49;2011-2015;2;2;56;130;2;10;28;Juso;2;1;2;9999;2;1;2;1;1;1;2;1;.;1;2;2;2;9999;9999;9999;9999;2;2;2;1;.;2;9999;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;2011;15.10;18.70;26.60;.;2.00;8.40;5.40;0.30;0.90;0.20;1.30;0.00;0.80;.;0.40;12.30;5.40;0.00;0.00;0.00;0.00;2.20;28.50;68.50;0.00;0.00;0.00;3.00;.;0;0;0;5204062;2791082;53.63;31218;8147;2751717;954787;1796930;34.70;0;23;0.00
576;24.11.2013;Volksinitiative «Familieninitiative: Steuerabzüge auch für Eltern, die ihre Kinder selber betreuen»;3;10;10.3;10.34;6;6.1;6.13;.;.;.;5;2;49;2011-2015;2;2;72;110;2;17;26;SVP;2;2;1;9999;1;2;2;2;2;1;1;2;1;1;1;2;2;9999;9999;9999;9999;2;2;1;2;2;.;9999;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;2011;15.10;18.70;26.60;.;2.00;8.40;5.40;0.30;0.90;0.20;1.30;0.00;0.80;.;0.40;12.30;5.40;0.00;0.00;0.00;0.00;2.20;31.30;66.50;0.00;0.00;0.00;2.20;.;0;0;0;5204062;2788725;53.59;36312;8252;2744161;1139670;1604491;41.53;2.5;20.5;10.87
577;24.11.2013;Änderung des Bundesgesetzes über die Abgabe für die Benützung von Nationalstrassen (Nationalstrassenabgabegesetz, NSAG);2;8;8.2;.;6;6.1;6.14;.;.;.;7;1;49;2011-2015;1;1;102;87;1;37;4;überparteiliches Komitee;1;5;2;9999;1;2;2;1;5;2;2;1;.;2;2;1;1;9999;9999;9999;9999;.;1;1;1;.;.;9999;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;2011;15.10;18.70;26.60;.;2.00;8.40;5.40;0.30;0.90;0.20;1.30;0.00;0.80;.;0.40;12.30;5.40;0.00;0.00;0.00;0.00;2.20;35.10;42.30;0.00;0.00;19.60;3.00;.;0;3;0;5204062;2790051;53.61;31971;7964;2750116;1087368;1662748;39.54;0;23;0.00
578;09.02.2014;Bundesbeschluss über die Finanzierung und den Ausbau der Eisenbahninfrastruktur;4;8;8.3;.;6;6.1;6.14;.;.;.;7;1;49;2011-2015;1;1;116;33;1;37;0;VCS;1;1;2;9999;1;1;1;1;1;1;2;2;.;2;.;1;1;9999;9999;9999;9999;5;1;1;1;1;.;9999;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;2011;15.10;18.70;26.60;.;2.00;8.40;5.40;0.30;0.90;0.20;1.30;0.00;0.80;.;0.40;12.30;5.40;0.00;0.00;0.00;0.00;2.20;68.70;27.90;0.00;0.00;0.00;3.40;.;1;1;1;5211681;2930777;56.23;56560;9163;2865054;1776878;1088176;62.02;22;1;95.65
579;09.02.2014;Volksinitiative «Abtreibungsfinanzierung ist Privatsache – Entlastung der Krankenversicherung durch Streichung der Kosten des Schwangerschaftsabbruchs aus der obligatorischen Grundversicherung»;3;10;10.2;10.24;1;1.6;1.65;10;10.3;10.33;2;2;49;2011-2015;2;2;33;155;2;5;37;überparteiliches Komitee;2;2;1;9999;1;2;2;2;2;5;1;2;.;1;.;2;2;9999;9999;9999;9999;.;.;3;2;2;.;9999;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;2011;15.10;18.70;26.60;.;2.00;8.40;5.40;0.30;0.90;0.20;1.30;0.00;0.80;.;0.40;12.30;5.40;0.00;0.00;0.00;0.00;2.20;29.90;66.50;0.00;0.00;0.20;3.40;.;0;0;0;5211681;2940167;56.41;38655;8903;2892609;873060;2019549;30.18;0.5;22.5;2.17
580;09.02.2014;Volksinitiative «Gegen Masseneinwanderung»;3;2;2.2;.;10;10.3;10.31;.;.;.;3;2;49;2011-2015;2;2;54;140;2;5;37;SVP;2;2;1;9999;2;2;2;2;2;1;1;1;.;2;1;2;2;9999;9999;9999;9999;2;2;2;2;2;2;9999;.;.;.;.;.;.;.;.;2;.;.;.;.;.;.;.;.;.;2011;15.10;18.70;26.60;.;2.00;8.40;5.40;0.30;0.90;0.20;1.30;0.00;0.80;.;0.40;12.30;5.40;0.00;0.00;0.00;0.00;2.20;28.50;68.50;0.00;0.00;0.00;3.00;.;1;1;1;5211681;2948156;56.57;31094;8656;2908406;1463854;1444552;50.33;14.5;8.5;63.04
581;18.05.2014;Bundesbeschluss über die medizinische Grundversorgung;4;10;10.1;10.11;10;10.2;10.24;.;.;.;2;1;49;2011-2015;1;1;140;49;1;43;0;Hausärzte Schweiz;1;1;2;9999;1;1;1;1;1;1;1;2;1;2;1;1;1;9999;9999;9999;9999;.;.;.;1;1;.;9999;.;.;.;.;.;.;.;1;.;.;.;.;.;.;.;.;.;.;2011;15.10;18.70;26.60;.;2.00;8.40;5.40;0.30;0.90;0.20;1.30;0.00;0.80;.;0.40;12.30;5.40;0.00;0.00;0.00;0.00;2.20;71.20;26.60;0.00;0.00;0.00;2.20;.;1;1;1;5221880;2915993;55.84;89196;9731;2817066;2480870;336196;88.07;23;0;100.00
582;18.05.2014;Volksinitiative «Pädophile sollen nicht mehr mit Kindern arbeiten dürfen»;3;1;1.6;1.65;10;10.3;10.35;.;.;.;3;2;49;2011-2015;3;1;97;91;2;15;23;Marche Blanche;2;2;1;9999;2;2;2;2;2;1;1;1;1;1;1;2;1;9999;9999;9999;9999;.;.;.;2;2;.;9999;2;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;2011;15.10;18.70;26.60;.;2.00;8.40;5.40;0.30;0.90;0.20;1.30;0.00;0.80;.;0.40;12.30;5.40;0.00;0.00;0.00;0.00;2.20;34.70;63.10;0.00;0.00;0.00;2.20;.;1;1;1;5221880;2933259;56.17;59214;9519;2864526;1819822;1044704;63.53;23;0;100.00
583;18.05.2014;Volksinitiative «Für den Schutz fairer Löhne (Mindestlohn-Initiative)»;3;4;4.2;4.21;.;.;.;.;.;.;6;2;49;2011-2015;2;2;56;137;2;12;29;Linke Parteien und Gewerkschaften;2;1;2;9999;2;1;2;1;1;1;2;2;2;1;2;2;2;9999;9999;9999;9999;2;2;2;1;1;2;9999;.;.;.;.;.;.;.;.;.;.;.;2;2;.;.;.;.;.;2011;15.10;18.70;26.60;.;2.00;8.40;5.40;0.30;0.90;0.20;1.30;0.00;0.80;.;0.40;12.30;5.40;0.00;0.00;0.00;0.00;2.20;28.50;69.30;0.00;0.00;0.00;2.20;.;0;0;0;5221880;2942915;56.36;36192;8960;2897763;687571;2210192;23.73;0;23;0.00
584;18.05.2014;Bundesgesetz über den Fonds zur Beschaffung des Kampfflugzeugs Gripen (Gripen-Fonds-Gesetz);2;3;3.2;3.23;6;.;.;.;.;.;4;1;49;2011-2015;1;1;119;71;1;25;17;GSoA, linke Parteien und Organisationen;1;2;1;9999;5;2;2;2;2;1;1;1;1;1;1;1;1;9999;9999;9999;9999;1;1;.;2;.;.;9999;2;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;2011;15.10;18.70;26.60;.;2.00;8.40;5.40;0.30;0.90;0.20;1.30;0.00;0.80;.;0.40;12.30;5.40;0.00;0.00;0.00;0.00;2.20;62.10;33.70;0.00;0.00;2.00;2.20;.;0;3;0;5221880;2941136;56.32;43627;9022;2888487;1345726;1542761;46.59;12;11;52.17
585;28.09.2014;Volksinitiative «Schluss mit der MwSt-Diskriminierung des Gastgewerbes!»;3;6;6.1;6.14;4;4.4;4.42;.;.;.;5;2;49;2011-2015;2;2;82;99;2;13;22;Gastrosuisse;2;2;1;9999;2;2;2;2;1;1;1;1;1;2;1;5;2;9999;9999;9999;9999;2;1;2;.;2;.;9999;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;2011;15.10;18.70;26.60;.;2.00;8.40;5.40;0.30;0.90;0.20;1.30;0.00;0.80;.;0.40;12.30;5.40;0.00;0.00;0.00;0.00;2.20;30.20;55.30;0.00;0.00;12.30;2.20;.;0;0;0;5240134;2460809;46.96;49610;7809;2403390;684563;1718827;28.48;0;23;0.00
586;28.09.2014;Volksinitiative «Für eine öffentliche Krankenkasse»;3;10;10.2;10.24;.;.;.;.;.;.;2;2;49;2011-2015;2;2;62;132;2;12;27;SP, GPS, Patienten- und Konsumentenorganisationen;2;1;2;9999;1;1;2;1;1;5;2;2;1;2;1;2;2;9999;9999;9999;9999;2;2;.;1;1;.;9999;1;.;.;.;.;.;.;.;.;.;5;.;.;.;.;.;.;.;2011;15.10;18.70;26.60;.;2.00;8.40;5.40;0.30;0.90;0.20;1.30;0.00;0.80;.;0.40;12.30;5.40;0.00;0.00;0.00;0.00;2.20;31.50;66.10;0.00;0.00;0.20;2.20;.;0;0;0;5240134;2472295;47.18;20087;7160;2445048;933012;1512036;38.16;4;19;17.39
587;30.11.2014;Volksinitiative «Schluss mit den Steuerprivilegien für Millionäre (Abschaffung der Pauschalbesteuerung)»;3;6;6.1;6.12;6;6.1;6.13;.;.;.;5;2;49;2011-2015;2;2;62;135;2;13;30;Alternative Linke, SP, Schweizerischer Gewerkschaftsbund und Unia;2;1;2;9999;1;1;2;1;1;1;2;2;2;1;2;2;2;9999;9999;9999;9999;2;2;2;1;1;.;9999;1;.;.;.;.;.;.;2;.;.;.;.;.;.;.;2;.;.;2011;15.10;18.70;26.60;.;2.00;8.40;5.40;0.30;0.90;0.20;1.30;0.00;0.80;.;0.40;12.30;5.40;0.00;0.00;0.00;0.00;2.20;30.50;67.30;0.00;0.00;0.00;2.20;.;0;0;0;5247512;2618768;49.90;29634;7895;2581239;1053125;1528114;40.80;1;22;4.35
588;30.11.2014;Volksinitiative «Stopp der Überbevölkerung – zur Sicherung der natürlichen Lebensgrundlagen»;3;10;10.3;10.31;2;2.2;.;.;.;.;3;2;49;2011-2015;2;2;3;190;2;1;44;Ecopop;2;2;2;9999;2;2;2;2;2;1;2;1;5;2;2;2;2;9999;9999;9999;9999;2;2;2;2;2;2;9999;2;.;.;.;.;.;2;2;2;.;2;.;.;.;.;.;.;.;2011;15.10;18.70;26.60;.;2.00;8.40;5.40;0.30;0.90;0.20;1.30;0.00;0.80;.;0.40;12.30;5.40;0.00;0.00;0.00;0.00;2.20;0.20;96.80;0.00;0.00;0.80;2.20;.;0;0;0;5247512;2622700;49.98;23261;7886;2591553;671099;1920454;25.90;0;23;0.00
589;30.11.2014;Volksinitiative «Rettet unser Schweizer Gold (Gold-Initiative)»;3;4;4.3;4.31;1;1.3;.;.;.;.;5;2;49;2011-2015;2;2;22;156;2;2;43;SVP-Politiker;2;2;2;9999;2;2;2;2;2;1;1;1;1;5;1;2;2;9999;9999;9999;9999;2;.;.;2;2;.;9999;2;.;.;.;.;.;.;.;.;.;.;.;.;.;.;2;.;.;2011;15.10;18.70;26.60;.;2.00;8.40;5.40;0.30;0.90;0.20;1.30;0.00;0.80;.;0.40;12.30;5.40;0.00;0.00;0.00;0.00;2.20;2.70;95.10;0.00;0.00;0.00;2.20;.;0;0;0;5247512;2613900;49.81;50830;8405;2554665;580528;1974137;22.72;0;23;0.00
590;08.03.2015;Volksinitiative «Familien stärken! Steuerfreie Kinder- und Ausbildungszulagen»;3;10;10.3;10.34;6;6.1;6.13;.;.;.;5;2;49;2011-2015;2;2;35;159;2;13;32;CVP;2;2;1;9999;1;2;2;2;2;2;1;1;2;5;1;1;2;9999;9999;9999;9999;;;;;;.;9999;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;2011;15.10;18.70;26.60;.;2.00;8.40;5.40;0.30;0.90;0.20;1.30;0.00;0.80;.;0.40;12.30;5.40;0.00;0.00;0.00;0.00;2.20;42.60;55.20;0.00;0.00;0.00;2.20;.;0;0;0;5254965;2210891;42.07;16702;6285;2187904;537795;1650109;24.58;0;23;0.00
591;08.03.2015;Volksinitiative  «Energie- statt Mehrwertsteuer» ;3;6;6.1;6.14;7;7.1;.;.;.;.;5;2;49;2011-2015;2;2;27;171;2;3;40;GLP;2;2;2;9999;2;1;1;2;2;2;2;2;2;2;2;2;2;9999;9999;9999;9999;;;;;;.;9999;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;2011;15.10;18.70;26.60;.;2.00;8.40;5.40;0.30;0.90;0.20;1.30;0.00;0.80;.;0.40;12.30;5.40;0.00;0.00;0.00;0.00;2.20;13.80;84.00;0.00;0.00;0.00;2.20;.;0;0;0;5254965;2210121;42.06;18169;6221;2185731;175405;2010326;8.03;0;23;0.00
592;14.06.2015;Bundesbeschluss über die Änderung der Verfassungsbestimmung zur Fortpflanzungsmedizin und Gentechnologie im Humanbereich;1;10;10.1;10.15;11;11.4;11.41;.;.;.;2;1;49;2011-2015;1;1;160;31;1;34;8;.;1;5;2;9999;2;1;1;1;2;2;2;2;5;2;1;1;1;9999;9999;9999;9999;.;.;.;.;.;.;9999;.;.;.;.;.;2;.;.;.;.;.;.;.;.;.;.;.;.;2011;15.10;18.70;26.60;.;2.00;8.40;5.40;0.30;0.90;0.20;1.30;0.00;0.80;.;0.40;12.30;5.40;0.00;0.00;0.00;0.00;2.20;47.30;31.00;0.00;0.00;19.50;2.20;.;1;1;1;5265120;2290993;43.51;59651;6864;2224478;1377613;846865;61.93;18.5;4.5;80.43
593;14.06.2015;Volksinitiative «Stipendieninitiative»;3;11;11.3;.;.;.;.;.;.;.;6;2;49;2011-2015;2;2;58;135;2;12;32;Verband der Schweizer Studierendenschaften (VSS);2;1;2;9999;1;1;2;1;1;1;2;2;2;.;1;2;2;9999;9999;9999;9999;2;.;.;1;1;2;9999;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;2011;15.10;18.70;26.60;.;2.00;8.40;5.40;0.30;0.90;0.20;1.30;0.00;0.80;.;0.40;12.30;5.40;0.00;0.00;0.00;0.00;2.20;30.90;66.90;0.00;0.00;0.00;2.20;.;0;0;0;5265120;2287555;43.45;58661;6699;2222195;610284;1611911;27.46;0;23;0.00
594;14.06.2015;Volksinitiative «Millionen-Erbschaften besteuern für unsere AHV (Erbschaftssteuerreform)»;3;6;6.1;6.13;10;10.2;10.21;.;.;.;5;2;49;2011-2015;2;2;60;135;2;9;34;EVP, SP und GPS;2;1;2;9999;1;1;2;1;1;5;2;2;2;.;2;2;2;9999;9999;9999;9999;2;2;2;1;1;2;9999;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;2011;15.10;18.70;26.60;.;2.00;8.40;5.40;0.30;0.90;0.20;1.30;0.00;0.80;.;0.40;12.30;5.40;0.00;0.00;0.00;0.00;2.20;30.30;67.30;0.00;0.00;0.20;2.20;.;0;0;0;5265120;2301320;43.71;23325;6162;2271833;657851;1613982;28.96;0;23;0.00
595;14.06.2015;Änderung des Bundesgesetzes über Radio und Fernsehen (RTVG);2;12;12.5;12.53;.;.;.;.;.;.;7;1;49;2011-2015;1;1;109;85;1;28;14;SGV, Aktion stopBillag.ch;2;1;2;9999;1;1;2;1;1;2;2;2;2;.;2;1;1;9999;9999;9999;9999;1;2;.;1;1;5;9999;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;2011;15.10;18.70;26.60;.;2.00;8.40;5.40;0.30;0.90;0.20;1.30;0.00;0.80;.;0.40;12.30;5.40;0.00;0.00;0.00;0.00;2.20;48.00;49.80;0.00;0.00;0.00;2.20;.;1;3;1;5265120;2297963;43.65;38136;6432;2253395;1128522;1124873;50.08;6.5;16.5;28.26
596;28.02.2016;Volksinitiative «Für Ehe und Familie – gegen die Heiratsstrafe»;3;10;10.3;10.34;10;6.1;.;.;.;.;5;2;50;2015-2019;2;2;85;107;2;20;25;CVP;2;2;1;9999;1;2;2;2;2;1;1;1;5;.;1;1;2;9999;9999;9999;9999;2;2;.;2;.;.;9999;.;.;.;.;.;1;.;.;.;.;.;.;.;.;.;1;.;.;2015;16.40;18.80;29.40;.;1.90;7.10;4.60;0.20;0.90;0.10;1.20;0.00;1.00;.;0.30;11.60;4.10;0.00;0.00;0.00;0.00;2.40;44.50;52.10;0.00;0.00;1.00;2.40;.;0;1;0;5302873;3354019;63.25;69355;11288;3273376;1609152;1664224;49.16;16.5;6.5;71.74
597;28.02.2016;Volksinitiative «Zur Durchsetzung der Ausschaffung krimineller Ausländer (Durchsetzungsinitiative)»;3;10;10.3;10.31;1;1.6;1.65;.;.;.;3;2;50;2015-2019;2;2;57;140;2;6;38;SVP;2;2;1;9999;2;2;2;2;2;1;1;1;1;.;1;2;2;9999;9999;9999;9999;2;.;.;2;2;.;9999;.;.;.;.;.;.;.;.;.;2;.;.;.;.;.;.;.;.;2015;16.40;18.80;29.40;.;1.90;7.10;4.60;0.20;0.90;0.10;1.20;0.00;1.00;.;0.30;11.60;4.10;0.00;0.00;0.00;0.00;2.40;32.00;65.60;0.00;0.00;0.00;2.40;.;0;0;0;5302873;3379567;63.73;27059;10445;3342063;1375098;1966965;41.15;4.5;18.5;19.57
598;28.02.2016;Volksinitiative «Keine Spekulation mit Nahrungsmitteln!»;3;4;4.3;4.32;.;.;.;.;.;.;6;2;50;2015-2019;2;2;58;130;2;11;31;Juso;2;1;2;9999;1;1;2;1;1;1;2;2;2;.;2;2;2;9999;9999;9999;9999;2;.;2;1;.;.;9999;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;2015;16.40;18.80;29.40;.;1.90;7.10;4.60;0.20;0.90;0.10;1.20;0.00;1.00;.;0.30;11.60;4.10;0.00;0.00;0.00;0.00;2.40;29.00;68.60;0.00;0.00;0.00;2.40;.;0;0;0;5302873;3336178;62.91;110392;12063;3213723;1287786;1925937;40.07;1.5;21.5;6.52
599;28.02.2016;Änderung des Bundesgesetzes über den Strassentransitverkehr im Alpengebiet (STVG) (Sanierung Gotthard-Strassentunnel);2;8;8.2;8.21;.;.;.;.;.;.;7;1;50;2015-2019;1;1;120;76;1;28;17;Linke Parteien und Umweltschutzorganisationen (darunter Alpen-Initiative, VCS, SP, Grüne und GLP);1;2;1;9999;2;2;2;2;2;2;1;1;1;.;1;1;1;9999;9999;9999;9999;1;1;1;2;5;.;9999;.;.;1;2;1;.;.;.;.;.;.;.;.;.;.;.;.;.;2015;16.40;18.80;29.40;.;1.90;7.10;4.60;0.20;0.90;0.10;1.20;0.00;1.00;.;0.30;11.60;4.10;0.00;0.00;0.00;0.00;2.40;64.00;33.60;0.00;0.00;0.00;2.40;.;1;3;1;5302873;3365568;63.47;50587;10732;3304249;1883859;1420390;57.01;21;2;91.30
600;05.06.2016;Volksinitiative «Pro Service public»;3;8;8.6;.;8;8.3;.;8;8.7;.;7;2;50;2015-2019;2;2;0;196;2;0;43;Konsumentenzeitschriften K-Tipp, Saldo, Bon à Savoir und Spendere Meglio;2;2;2;9999;2;2;2;.;1;1;1;2;2;1;.;2;2;9999;9999;9999;9999;2;2;2;2;2;.;9999;2;2;.;.;.;.;2;2;.;.;.;.;2;.;.;.;.;.;2015;16.40;18.80;29.40;.;1.90;7.10;4.60;0.20;0.90;0.10;1.20;0.00;1.00;.;0.30;11.60;4.10;0.00;0.00;0.00;0.00;2.40;2.20;94.90;0.00;0.00;0.00;2.90;.;0;0;0;5313287;2485007;46.77;55409;7588;2422010;784303;1637707;32.38;0;23;0.00
601;05.06.2016;Volksinitiative «Für ein bedingungsloses Grundeinkommen»;3;10;10.2;.;4;4.2;.;.;.;.;2;2;50;2015-2019;2;2;19;157;2;1;40;parteipolitisch unabhängiges Komitee;2;2;2;9999;2;1;2;.;5;2;2;2;2;2;.;2;2;9999;9999;9999;9999;2;2;2;.;5;.;9999;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;2015;16.40;18.80;29.40;.;1.90;7.10;4.60;0.20;0.90;0.10;1.20;0.00;1.00;.;0.30;11.60;4.10;0.00;0.00;0.00;0.00;2.40;7.10;89.10;0.00;0.00;0.90;2.90;.;0;0;0;5313287;2494848;46.95;21596;7064;2466188;568660;1897528;23.06;0;23;0.00
602;05.06.2016;Volksinitiative «Für eine faire Verkehrsfinanzierung»;3;8;8.1;.;6;.;.;.;.;.;5;2;50;2015-2019;2;2;66;123;2;4;32;Vereinigung der Automobil-Importeure, Strassenverkehrsverbände;2;2;1;9999;2;2;2;.;2;2;1;1;1;2;.;2;2;9999;9999;9999;9999;5;1;2;5;5;.;9999;.;2;1;2;1;.;2;.;.;.;.;.;.;.;.;.;.;.;2015;16.40;18.80;29.40;.;1.90;7.10;4.60;0.20;0.90;0.10;1.20;0.00;1.00;.;0.30;11.60;4.10;0.00;0.00;0.00;0.00;2.40;31.60;65.50;0.00;0.00;0.00;2.90;.;0;0;0;5313287;2485384;46.78;48284;7465;2429635;709974;1719661;29.22;0;23;0.00
603;05.06.2016;Änderung des Bundesgesetzes über die medizinisch unterstützte Fortpflanzung (Fortpflanzungsmedizingesetz, FMedG);2;10;10.1;10.15;11;11.4;11.41;.;.;.;2;1;50;2015-2019;1;1;123;66;1;26;10;überparteiliche Komitees;1;5;2;9999;2;5;1;.;2;2;2;3;5;2;.;1;1;9999;9999;9999;9999;.;.;3;.;.;.;9999;.;.;.;.;.;2;.;.;.;.;.;.;.;.;.;.;.;.;2015;16.40;18.80;29.40;.;1.90;7.10;4.60;0.20;0.90;0.10;1.20;0.00;1.00;.;0.30;11.60;4.10;0.00;0.00;0.00;0.00;2.40;36.70;33.50;0.00;0.00;26.90;2.90;.;1;3;1;5313287;2480345;46.68;84284;8326;2387735;1490417;897318;62.42;21.5;1.5;93.48
604;05.06.2016;Änderung des Asylgesetzes (AsylG);2;10;10.3;10.32;.;.;.;.;.;.;3;1;50;2015-2019;1;1;138;55;1;35;5;SVP;1;1;2;9999;1;1;1;.;1;2;1;2;2;1;.;1;1;9999;9999;9999;9999;1;.;3;1;1;.;9999;.;.;.;.;.;1;.;.;.;1;.;.;.;.;.;.;.;.;2015;16.40;18.80;29.40;.;1.90;7.10;4.60;0.20;0.90;0.10;1.20;0.00;1.00;.;0.30;11.60;4.10;0.00;0.00;0.00;0.00;2.40;66.60;30.50;0.00;0.00;0.00;2.90;.;1;3;1;5313287;2486032;46.79;57569;7780;2420683;1616597;804086;66.78;23;0;100.00
