anr;datum;titel_off_d;rechtsform;d1e1;d1e2;d1e3;d2e1;d2e2;d2e3;d3e1;d3e2;d3e3;dep;br-pos;legislatur;legisjahr;bv-pos;nr-pos;nrja;nrnein;sr-pos;srja;srnein;urheber;p-fdp;p-sps;p-svp;p-mitte;p-evp;p-gps;p-glp;p-ucsp;p-pda;p-sd;p-edu;p-fps;p-lega;p-kvp;p-mcg;p-cvp;p-bdp;p-lps;p-ldu;p-poch;p-rep;p-eco;p-sgv;p-sbv;p-sgb;p-travs;p-sav;p-vsa;p-vpod;p-voev;p-tcs;p-vcs;p-acs;p-sbk;p-ssv;p-gem;p-kdk;p-kkjpd;p-gdk;p-ldk;p-vdk;p-sodk;p-endk;p-fdk;p-edk;p-bpuk;nr-wahl;w-fdp;w-sp;w-svp;w-mitte;w-evp;w-gps;w-glp;w-csp;w-pda;w-sd;w-edu;w-fps;w-lega;w-kvp;w-mcg;w-cvp;w-bdp;w-lps;w-ldu;w-poch;w-rep;w-ubrige;ja-lager;nein-lager;keinepar-summe;leer-summe;freigabe-summe;unbekannt-summe;neutral-summe;volk;stand;annahme;berecht;stimmen;bet;leer;ungultig;gultig;volkja;volknein;volkja-proz;kt-ja;kt-nein;ktjaproz
605;25.09.2016;Volksinitiative «Für eine nachhaltige und ressourceneffiziente Wirtschaft (Grüne Wirtschaft)»;3;9;9.3;9.31;7;7.1;.;.;.;.;7;2;50;2015-2019;2;2;62;128;2;13;31;GPS;2;1;2;9999;1;1;1;.;1;1;2;2;.;1;.;2;2;9999;9999;9999;9999;2;2;2;.;.;.;9999;.;.;.;1;.;.;.;.;.;.;.;.;.;.;.;.;.;.;2015;16.40;18.80;29.40;.;1.90;7.10;4.60;0.20;0.90;0.10;1.20;0.00;1.00;.;0.30;11.60;4.10;0.00;0.00;0.00;0.00;2.40;33.40;62.70;0.00;0.00;0.00;3.90;.;0;0;0;5329183;2291470;43.00;34746;6681;2250043;819770;1430273;36.43;1;22;4.35
606;25.09.2016;Volksinitiative «AHVplus: für eine starke AHV»;3;10;10.2;10.21;.;.;.;.;.;.;2;2;50;2015-2019;2;2;53;139;2;9;33;Gewerkschaften;2;1;2;9999;2;1;2;.;1;1;2;2;.;2;.;2;2;9999;9999;9999;9999;2;2;.;1;1;2;9999;1;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;2015;16.40;18.80;29.40;.;1.90;7.10;4.60;0.20;0.90;0.10;1.20;0.00;1.00;.;0.30;11.60;4.10;0.00;0.00;0.00;0.00;2.40;26.90;69.20;0.00;0.00;0.00;3.90;.;0;0;0;5329183;2298492;43.13;22647;6438;2269407;921375;1348032;40.60;5;18;21.74
607;25.09.2016;Bundesgesetz über den Nachrichtendienst (Nachrichtendienstgesetz, NDG);2;3;3.1;3.12;1;1.6;1.62;.;.;.;4;1;50;2015-2019;1;1;145;41;1;35;5;Linke Parteien und Organisationen;1;2;1;9999;1;2;5;.;2;2;1;1;.;1;.;1;1;9999;9999;9999;9999;1;.;.;.;.;.;9999;.;.;.;.;.;.;.;.;.;1;.;.;.;.;.;.;.;.;2015;16.40;18.80;29.40;.;1.90;7.10;4.60;0.20;0.90;0.10;1.20;0.00;1.00;.;0.30;11.60;4.10;0.00;0.00;0.00;0.00;2.40;64.60;26.90;0.00;0.00;4.60;3.90;.;1;3;1;5329183;2288549;42.94;54377;7039;2227133;1459068;768065;65.51;23;0;100.00
608;27.11.2016;Volksinitiative «Für den geordneten Ausstieg aus der Atomenergie (Atomausstiegsinitiative)»;3;7;7.2;.;.;.;.;.;.;.;7;2;50;2015-2019;2;2;59;134;2;13;32;GPS;2;1;2;9999;1;1;1;1;1;1;2;2;2;1;2;2;2;9999;9999;9999;9999;2;2;3;1;5;2;9999;.;.;.;1;.;1;.;.;.;.;.;.;.;.;2;.;.;.;2015;16.40;18.80;29.40;.;1.90;7.10;4.60;0.20;0.90;0.10;1.20;0.00;1.00;.;0.30;11.60;4.10;0.00;0.00;0.00;0.00;2.40;33.60;64.00;0.00;0.00;0.00;2.40;.;0;0;0;5336711;2421998;45.38;14289;7440;2400269;1099409;1300860;45.80;5;18;21.74
609;12.02.2017;Bundesbeschluss über die erleichterte Einbürgerung von Personen der dritten Ausländergeneration;1;1;1.6;1.63;10;10.3;10.31;.;.;.;3;1;50;2015-2019;1;1;122;75;1;25;19;.;1;1;2;9999;1;1;1;1;1;2;2;2;2;2;2;1;1;9999;9999;9999;9999;.;3;.;1;1;.;9999;.;.;.;.;.;.;1;.;.;.;.;.;.;.;.;.;.;.;2015;16.40;18.80;29.40;.;1.90;7.10;4.60;0.20;0.90;0.10;1.20;0.00;1.00;.;0.30;11.60;4.10;0.00;0.00;0.00;0.00;2.40;65.60;32.00;0.00;0.00;0.00;2.40;.;1;1;1;5344186;2503450;46.84;13948;7031;2482471;1499627;982844;60.41;17;6;73.91
610;12.02.2017;Bundesbeschluss über die Schaffung eines Fonds für die Nationalstrassen und den Agglomerationsverkehr;1;8;8.1;.;6;6.1;6.14;.;.;.;7;1;50;2015-2019;1;1;146;48;1;41;1;.;1;2;1;9999;1;2;1;1;2;2;2;1;2;2;1;1;1;9999;9999;9999;9999;1;1;1;1;1;.;9999;.;1;1;2;1;.;1;1;.;.;.;.;.;.;.;.;.;.;2015;16.40;18.80;29.40;.;1.90;7.10;4.60;0.20;0.90;0.10;1.20;0.00;1.00;.;0.30;11.60;4.10;0.00;0.00;0.00;0.00;2.40;68.50;29.10;0.00;0.00;0.00;2.40;.;1;1;1;5344186;2491320;46.62;55963;7828;2427529;1503746;923783;61.95;23;0;100.00
611;12.02.2017;Bundesgesetz über steuerliche Massnahmen zur Stärkung der Wettbewerbsfähigkeit des Unternehmensstandorts Schweiz (Unternehmenssteuerreformgesetz III);2;6;6.1;6.13;4;4.1;.;.;.;.;5;1;50;2015-2019;1;1;139;55;1;29;10;Linke Parteien und Gewerkschaften;1;2;1;9999;2;2;1;2;2;1;1;1;1;2;1;1;1;9999;9999;9999;9999;1;1;1;2;2;.;9999;2;.;.;.;.;.;5;1;1;.;.;.;.;.;.;1;.;.;2015;16.40;18.80;29.40;.;1.90;7.10;4.60;0.20;0.90;0.10;1.20;0.00;1.00;.;0.30;11.60;4.10;0.00;0.00;0.00;0.00;2.40;68.70;28.90;0.00;0.00;0.00;2.40;.;0;3;0;5344186;2490785;46.61;64859;8453;2417473;989311;1428162;40.92;3.5;19.5;15.22
612;21.05.2017;Energiegesetz (EnG);2;7;7.1;.;.;.;.;.;.;.;7;1;50;2015-2019;1;1;120;72;1;35;6;SVP;1;1;2;9999;1;1;1;1;1;1;2;2;2;1;2;1;1;9999;9999;9999;9999;3;1;1;1;1;.;9999;.;1;.;1;2;.;1;1;.;.;.;.;.;.;1;.;.;.;2015;16.40;18.80;29.40;.;1.90;7.10;4.60;0.20;0.90;0.10;1.20;0.00;1.00;.;0.30;11.60;4.10;0.00;0.00;0.00;0.00;2.40;65.70;31.90;0.00;0.00;0.00;2.40;.;1;3;1;5356538;2297296;42.89;19369;6611;2271316;1322263;949053;58.22;19.5;3.5;84.78
613;24.09.2017;Bundesbeschluss über die Ernährungssicherheit;4;5;5.1;.;.;.;.;.;.;.;6;1;50;2015-2019;1;1;175;5;1;36;4;.;1;1;1;9999;1;1;1;1;2;1;2;2;1;2;1;1;1;9999;9999;9999;9999;.;2;1;1;.;.;9999;.;.;.;.;.;1;.;.;.;.;.;.;.;.;.;.;.;.;2015;16.40;18.80;29.40;.;1.90;7.10;4.60;0.20;0.90;0.10;1.20;0.00;1.00;.;0.30;11.60;4.10;0.00;0.00;0.00;0.00;2.40;95.50;2.10;0.00;0.00;0.00;2.40;.;1;1;1;5372748;2531209;47.11;54913;8197;2468099;1943180;524919;78.73;23;0;100.00
614;24.09.2017;Bundesbeschluss über die Zusatzfinanzierung der AHV durch eine Erhöhung der Mehrwertsteuer;1;10;10.2;10.21;6;6.1;6.14;.;.;.;2;1;50;2015-2019;1;1;101;92;1;27;18;.;2;1;2;9999;1;1;1;1;2;2;1;2;1;2;2;1;1;9999;9999;9999;9999;2;2;1;1;1;2;9999;1;.;.;.;.;1;1;.;.;.;.;.;.;1;.;.;.;.;2015;16.40;18.80;29.40;.;1.90;7.10;4.60;0.20;0.90;0.10;1.20;0.00;1.00;.;0.30;11.60;4.10;0.00;0.00;0.00;0.00;2.40;50.50;47.10;0.00;0.00;0.00;2.40;.;0;0;0;5372748;2546386;47.39;26498;7937;2511951;1254795;1257156;49.95;9.5;13.5;41.30
615;24.09.2017;Bundesgesetz über die Reform der Altersvorsorge 2020;2;10;10.2;10.21;10;10.2;10.23;.;.;.;2;1;50;2015-2019;1;1;100;93;1;27;18;Westschweizer Gewerkschaften, Konsumentenzeitschriften (K-Tipp, Saldo);2;1;2;9999;1;1;1;1;2;2;2;2;1;2;2;1;1;9999;9999;9999;9999;2;2;1;1;1;2;9999;1;.;.;.;.;1;1;.;.;.;.;.;.;1;.;.;.;.;2015;16.40;18.80;29.40;.;1.90;7.10;4.60;0.20;0.90;0.10;1.20;0.00;1.00;.;0.30;11.60;4.10;0.00;0.00;0.00;0.00;2.40;49.30;48.30;0.00;0.00;0.00;2.40;.;0;3;0;5372748;2545897;47.39;30679;8063;2507155;1186203;1320952;47.31;7.5;15.5;32.61
616;04.03.2018;Bundesbeschluss über die neue Finanzordnung 2021;1;6;6.2;.;6;6.1;6.12;.;.;.;5;1;50;2015-2019;1;1;196;0;1;44;0;.;1;1;1;9999;1;1;1;1;1;1;1;2;.;2;1;1;1;9999;9999;9999;9999;1;1;1;1;1;1;9999;.;.;.;.;.;.;1;.;.;.;.;.;.;.;.;.;.;.;2015;16.40;18.80;29.40;.;1.90;7.10;4.60;0.20;0.90;0.10;1.20;0.00;1.00;.;0.30;11.60;4.10;0.00;0.00;0.00;0.00;2.40;96.60;0.00;0.00;0.00;0.00;3.40;.;1;1;1;5391090;2904047;53.87;89409;11088;2803550;2358086;445464;84.11;23;0;100.00
617;04.03.2018;Volksinitiative «Ja zur Abschaffung der Radio- und Fernsehgebühren (Abschaffung der Billag-Gebühren)»;3;12;12.5;12.53;12;12.51;.;.;.;.;7;2;50;2015-2019;2;2;33;129;2;2;41;Komitee u.a. mit Vertreter:innen der Jungfreisinnigen und der JSVP;2;2;1;9999;2;2;2;2;2;2;1;1;1;2;5;2;2;9999;9999;9999;9999;2;1;2;2;2;2;9999;2;.;.;.;.;2;2;2;2;.;.;.;.;.;.;.;.;.;2015;16.40;18.80;29.40;.;1.90;7.10;4.60;0.20;0.90;0.10;1.20;0.00;1.00;.;0.30;11.60;4.10;0.00;0.00;0.00;0.00;2.40;31.60;65.70;0.00;0.00;0.30;2.40;.;0;0;0;5391090;2956354;54.84;14515;9700;2932139;833837;2098302;28.44;0;23;0.00
618;10.06.2018;Volksinitiative «Für krisensicheres Geld: Geldschöpfung allein durch die Nationalbank! (Vollgeld-Initiative)»;3;1;1.3;1.34;4;4.3;.;.;.;.;5;2;50;2015-2019;2;2;9;169;2;0;42;Komitee u.a. aus Ökonom:innen, Journalist:innen, Lehrpersonen und Kulturschaffenden;2;2;2;9999;2;5;2;.;1;1;2;1;.;1;.;2;2;9999;9999;9999;9999;2;2;.;2;2;.;9999;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;2015;16.40;18.80;29.40;.;1.90;7.10;4.60;0.20;0.90;0.10;1.20;0.00;1.00;.;0.30;11.60;4.10;0.00;0.00;0.00;0.00;2.40;1.00;88.00;0.00;0.00;7.10;3.90;.;0;0;0;5400197;1865969;34.55;37081;6961;1821927;442387;1379540;24.28;0;23;0.00
619;10.06.2018;Bundesgesetz über Geldspiele (Geldspielgesetz);2;4;4.1;4.13;4;4.4;4.43;.;.;.;3;1;50;2015-2019;1;1;124;61;1;43;1;Komitee unter Führung von Jungparteien (Jungfreisinnige, Junge SVP, Junge Grünliberale, Junge Grüne);2;1;5;9999;1;2;2;.;1;1;2;2;.;1;.;1;2;9999;9999;9999;9999;2;1;.;1;.;.;9999;.;.;.;.;.;.;.;.;1;.;.;.;.;.;.;.;.;.;2015;16.40;18.80;29.40;.;1.90;7.10;4.60;0.20;0.90;0.10;1.20;0.00;1.00;.;0.30;11.60;4.10;0.00;0.00;0.00;0.00;2.40;33.30;33.40;0.00;0.00;29.40;3.90;.;1;3;1;5400197;1863954;34.52;38834;6889;1818231;1326207;492024;72.94;23;0;100.00
620;23.09.2018;Bundesbeschluss über die Velowege sowie die Fuss- und Wanderwege;4;8;8.1;.;.;.;.;.;.;.;7;1;50;2015-2019;1;1;115;70;1;37;1;.;1;1;2;9999;1;1;1;.;1;5;1;2;.;1;.;1;1;9999;9999;9999;9999;.;.;.;.;1;.;9999;.;.;.;.;.;.;1;.;.;.;.;.;.;.;.;.;.;.;2015;16.40;18.80;29.40;.;1.90;7.10;4.60;0.20;0.90;0.10;1.20;0.00;1.00;.;0.30;11.60;4.10;0.00;0.00;0.00;0.00;2.40;66.60;29.40;0.00;0.00;0.10;3.90;.;1;1;1;5412449;2028856;37.48;18315;6288;2004253;1475000;529253;73.59;23;0;100.00
621;23.09.2018;Volksinitiative «Für gesunde sowie umweltfreundlich und fair hergestellte Lebensmittel (Fair-Food-Initiative)»;3;5;5.1;.;.;.;.;.;.;.;6;2;50;2015-2019;2;2;37;139;2;1;34;GPS;2;1;2;9999;1;1;5;.;1;1;2;2;.;1;.;2;2;9999;9999;9999;9999;2;2;5;.;3;.;9999;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;2015;16.40;18.80;29.40;.;1.90;7.10;4.60;0.20;0.90;0.10;1.20;0.00;1.00;.;0.30;11.60;4.10;0.00;0.00;0.00;0.00;2.40;28.80;62.70;0.00;0.00;4.60;3.90;.;0;0;0;5412449;2030846;37.52;22203;6496;2002147;774821;1227326;38.70;4;19;17.39
622;23.09.2018;Volksinitiative «Für Ernährungssouveränität. Die Landwirtschaft betrifft uns alle»;3;5;5.1;.;3;3.3;.;.;.;.;6;2;50;2015-2019;2;2;23;146;2;1;37;Uniterre (Bauerngewerkschaft);2;1;2;9999;2;1;2;.;1;1;2;2;.;1;.;2;2;9999;9999;9999;9999;2;2;5;.;3;.;9999;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;2015;16.40;18.80;29.40;.;1.90;7.10;4.60;0.20;0.90;0.10;1.20;0.00;1.00;.;0.30;11.60;4.10;0.00;0.00;0.00;0.00;2.40;26.90;69.20;0.00;0.00;0.00;3.90;.;0;0;0;5412449;2027998;37.47;34006;6797;1987195;628301;1358894;31.62;4;19;17.39
623;25.11.2018;Volksinitiative «Für die Würde der landwirtschaftlichen Nutztiere (Hornkuh-Initiative)»;3;5;5.1;.;9;9.3;9.38;.;.;.;6;2;50;2015-2019;2;2;49;117;2;6;33;Komitee um den Bergbauern Armin Capaul und weitere Landwirte, unterstützt von Tierschutzorganisationen;2;1;2;9999;1;1;1;.;1;1;2;2;.;1;.;2;2;9999;9999;9999;9999;.;.;5;.;3;.;9999;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;2015;16.40;18.80;29.40;.;1.90;7.10;4.60;0.20;0.90;0.10;1.20;0.00;1.00;.;0.30;11.60;4.10;0.00;0.00;0.00;0.00;2.40;33.40;62.70;0.00;0.00;0.00;3.90;.;0;0;0;5420789;2618247;48.30;78817;10558;2528872;1144845;1384027;45.27;5;18;21.74
624;25.11.2018;Volksinitiative «Schweizer Recht statt fremde Richter (Selbstbestimmungsinitiative)»;3;1;1.6;1.61;2;2.1;.;1;1.2;1.21;3;2;50;2015-2019;2;2;68;129;2;6;38;SVP;2;2;1;9999;2;2;2;.;2;1;1;1;.;2;.;2;2;9999;9999;9999;9999;2;2;5;2;2;.;9999;2;.;.;.;.;.;2;.;2;.;.;.;.;.;.;.;.;.;2015;16.40;18.80;29.40;.;1.90;7.10;4.60;0.20;0.90;0.10;1.20;0.00;1.00;.;0.30;11.60;4.10;0.00;0.00;0.00;0.00;2.40;30.70;65.40;0.00;0.00;0.00;3.90;.;0;0;0;5420789;2624136;48.41;29162;9185;2585789;872288;1713501;33.73;0;23;0.00
625;25.11.2018;Änderung des Bundesgesetzes über den Allgemeinen Teil des Sozialversicherungsrechts (ATSG) (Gesetzliche Grundlage für die Überwachung von Versicherten);2;10;10.2;.;1;1.6;1.62;.;.;.;2;1;50;2015-2019;1;1;141;51;1;29;10;Parteiunabhängiges Komitee u.a. mit Kunstschaffenden und einzelnen Exponenten linksgrüner Parteien;1;2;1;9999;5;2;2;.;2;2;1;1;.;2;.;1;1;9999;9999;9999;9999;.;1;.;2;2;.;9999;2;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;2015;16.40;18.80;29.40;.;1.90;7.10;4.60;0.20;0.90;0.10;1.20;0.00;1.00;.;0.30;11.60;4.10;0.00;0.00;0.00;0.00;2.40;62.70;31.50;0.00;0.00;1.90;3.90;.;1;3;1;5420789;2622391;48.38;36296;9074;2577021;1667849;909172;64.72;21;2;91.30
626;10.02.2019;Volksinitiative «Zersiedelung stoppen – für eine nachhaltige Siedlungsentwicklung (Zersiedelungsinitiative)»;3;9;9.1;9.11;.;.;.;.;.;.;7;2;50;2015-2019;2;2;37;143;2;3;34;Junge Grüne;2;1;2;9999;1;1;2;.;1;1;2;2;.;2;.;2;2;9999;9999;9999;9999;2;2;2;.;.;.;9999;.;.;.;1;.;.;2;2;2;.;.;.;.;.;.;.;.;.;2015;16.40;18.80;29.40;.;1.90;7.10;4.60;0.20;0.90;0.10;1.20;0.00;1.00;.;0.30;11.60;4.10;0.00;0.00;0.00;0.00;2.40;28.80;67.30;0.00;0.00;0.00;3.90;.;0;0;0;5429641;2058938;37.92;23068;7116;2028754;737241;1291513;36.34;0;23;0.00
627;19.05.2019;Bundesgesetz über die Steuerreform und die AHV-Finanzierung (STAF);2;6;6.1;6.13;10;10.2;10.21;4;4.1;.;5;1;50;2015-2019;1;1;112;67;1;39;4;"Drei Komitees: Linksgrünes Komitee u.a. mit den Grünen, den Jungen Grünen, den Juso, kleineren Linksparteien und Gewerkschaften; bürgerliches Komitee aus Kreisen der SVP, der Jungen SVP und der Jungfreisinnigen; ""Generationenkomitee"" der Jungen Grünliberalen.";1;1;5;9999;1;2;2;.;.;2;1;.;.;2;.;1;1;9999;9999;9999;9999;1;1;1;5;1;1;9999;2;.;.;.;.;.;1;1;1;.;.;.;.;.;.;.;.;.;2015;16.40;18.80;29.40;.;1.90;7.10;4.60;0.20;0.90;0.10;1.20;0.00;1.00;.;0.30;11.60;4.10;0.00;0.00;0.00;0.00;2.40;54.00;11.80;0.00;0.00;29.40;4.80;.;1;3;1;5439853;2379418;43.74;49337;8477;2321604;1541147;780457;66.38;23;0;100.00
628;19.05.2019;Bundesbeschluss über die Genehmigung und die Umsetzung des Notenaustauschs zwischen der Schweiz und der EU betreffend die Übernahme der Richtlinie (EU) 2017/853 zur Änderung der EU-Waffenrichtlinie (Weiterentwicklung des Schengen-Besitzstands);2;3;3.1;3.11;2;2.2;2.22;.;.;.;3;1;50;2015-2019;1;1;120;69;1;34;6;"""Interessengemeinschaft Schiessen Schweiz"" (geprägt von Schützenverbänden und SVP-Politikern)";1;1;2;9999;1;1;1;.;.;2;2;2;.;1;.;1;1;9999;9999;9999;9999;1;1;.;1;1;1;9999;.;.;.;.;.;.;1;.;1;.;.;.;.;.;.;.;.;.;2015;16.40;18.80;29.40;.;1.90;7.10;4.60;0.20;0.90;0.10;1.20;0.00;1.00;.;0.30;11.60;4.10;0.00;0.00;0.00;0.00;2.40;64.50;30.70;0.00;0.00;0.00;4.80;.;1;3;1;5439853;2386951;43.88;23110;7687;2356154;1501880;854274;63.74;22;1;95.65
629;09.02.2020;Volksinitiative «Mehr bezahlbare Wohnungen»;3;9;9.2;9.21;.;.;.;.;.;.;6;2;51;2019-2023;2;2;56;140;2;13;30;Mieterinnen- und Mieterverband Schweiz, SGB, SPS, GPS, Verband der Wohnbaugenossenschaften;2;1;2;9999;2;1;2;.;1;1;2;.;.;1;1;2;2;9999;9999;9999;9999;2;2;.;1;1;.;9999;1;.;.;.;.;.;5;2;.;.;.;.;.;.;.;.;.;.;2019;15.10;16.80;25.60;.;2.10;13.20;7.80;0.30;1.00;0.10;1.00;0.00;0.80;.;0.20;11.40;2.40;0.00;0.00;0.00;0.00;2.20;31.30;65.40;0.00;0.00;0.00;3.30;.;0;0;0;5467714;2278908;41.68;28176;6661;2244071;963740;1280331;42.95;4.5;18.5;19.57
630;09.02.2020;Strafgesetzbuch und Militärstrafgesetz (Diskriminierung und Aufruf zu Hass aufgrund der sexuellen Orientierung);2;10;10.3;10.38;1;1.6;1.65;.;.;.;3;1;51;2019-2023;1;1;121;67;1;30;12;Christlich-konservative Kreise (u.a. EDU);1;1;2;9999;5;1;1;.;1;2;2;.;.;2;1;1;1;9999;9999;9999;9999;.;.;.;1;1;.;9999;1;.;.;.;.;3;1;.;.;.;.;.;.;.;.;.;.;.;2019;15.10;16.80;25.60;.;2.10;13.20;7.80;0.30;1.00;0.10;1.00;0.00;0.80;.;0.20;11.40;2.40;0.00;0.00;0.00;0.00;2.20;67.90;26.70;0.00;0.00;2.10;3.30;.;1;3;1;5467714;2279761;41.69;31597;6769;2241395;1414160;827235;63.09;20.5;2.5;89.13
631;27.09.2020;Volksinitiative «Für eine massvolle Zuwanderung (Begrenzungsinitiative)»;3;2;2.2;2.22;10;10.3;10.31;.;.;.;3;2;51;2019-2023;2;2;53;142;2;5;37;SVP, AUNS;2;2;1;9999;2;2;2;.;2;1;1;.;.;2;.;2;2;9999;9999;9999;9999;2;2;3;2;2;2;9999;2;2;.;.;.;.;2;.;2;.;.;.;.;.;.;.;.;.;2019;15.10;16.80;25.60;.;2.10;13.20;7.80;0.30;1.00;0.10;1.00;0.00;0.80;.;0.20;11.40;2.40;0.00;0.00;0.00;0.00;2.20;26.70;69.80;0.00;0.00;0.00;3.50;.;0;0;0;5493036;3267849;59.49;33957;11548;3222344;1233995;1988349;38.29;3.5;19.5;15.22
632;27.09.2020;Änderung des Bundesgesetzes über die Jagd und den Schutz wildlebender Säugetiere und Vögel (Jagdgesetz, JSG);2;5;5.5;.;9;9.3;9.38;.;.;.;7;1;51;2019-2023;1;1;117;71;1;28;16;Umwelt- und Tierschutzorganisationen (Pro Natura, WWF, BirdLife, Gruppe Wolf, Zoo Schweiz);1;2;1;9999;2;2;2;.;2;2;1;.;.;2;.;1;1;9999;9999;9999;9999;3;3;1;.;.;.;9999;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;2019;15.10;16.80;25.60;.;2.10;13.20;7.80;0.30;1.00;0.10;1.00;0.00;0.80;.;0.20;11.40;2.40;0.00;0.00;0.00;0.00;2.20;55.50;41.00;0.00;0.00;0.00;3.50;.;0;3;0;5493036;3259818;59.34;62468;12218;3185132;1531027;1654105;48.07;13;10;56.52
633;27.09.2020;Änderung des Bundesgesetzes über die direkte Bundessteuer (DBG) (Steuerliche Berücksichtigung der Kinderdrittbetreuungskosten);2;6;6.1;6.13;10;10.3;10.34;.;.;.;5;1;51;2019-2023;1;1;132;62;1;25;17;SP;1;2;1;9999;1;2;2;.;2;2;2;.;.;5;.;1;1;9999;9999;9999;9999;5;1;.;2;2;5;9999;2;.;.;.;.;.;2;.;.;.;.;.;.;.;.;.;.;.;2019;15.10;16.80;25.60;.;2.10;13.20;7.80;0.30;1.00;0.10;1.00;0.00;0.80;.;0.20;11.40;2.40;0.00;0.00;0.00;0.00;2.20;56.60;39.90;0.00;0.00;0.00;3.50;.;0;3;0;5493036;3252306;59.21;71856;12764;3167686;1164451;2003235;36.76;2;21;8.70
634;27.09.2020;Änderung des Bundesgesetzes über den Erwerbsersatz für Dienstleistende und bei Mutterschaft (indirekter Gegenvorschlag zur Volksinitiative «Für einen vernünftigen Vaterschaftsurlaub – zum Nutzen der ganzen Familie»);2;10;10.3;10.34;10;10.2;.;4;4.2;.;2;1;51;2019-2023;1;1;129;66;1;31;11;Komitee um Vertreterinnen und Vertreter der SVP und der Jungfreisinnigen;2;1;2;9999;1;1;1;.;1;1;2;.;.;1;.;1;1;9999;9999;9999;9999;3;2;.;1;1;5;9999;1;.;.;.;.;.;1;.;.;.;.;.;.;.;.;.;.;.;2019;15.10;16.80;25.60;.;2.10;13.20;7.80;0.30;1.00;0.10;1.00;0.00;0.80;.;0.20;11.40;2.40;0.00;0.00;0.00;0.00;2.20;54.80;41.70;0.00;0.00;0.00;3.50;.;1;3;1;5493036;3260613;59.36;44768;11830;3204015;1933310;1270705;60.34;16;7;69.57
635;27.09.2020;Bundesbeschluss über die Beschaffung neuer Kampfflugzeuge;2;3;3.2;3.23;6;.;.;.;.;.;4;1;51;2019-2023;1;1;123;68;1;33;10;GSoA, Grüne, SP;1;2;1;9999;1;2;1;.;2;1;1;.;.;2;.;1;1;9999;9999;9999;9999;1;1;.;.;.;1;9999;2;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;2019;15.10;16.80;25.60;.;2.10;13.20;7.80;0.30;1.00;0.10;1.00;0.00;0.80;.;0.20;11.40;2.40;0.00;0.00;0.00;0.00;2.20;65.50;31.00;0.00;0.00;0.00;3.50;.;1;3;1;5493036;3264252;59.43;49317;11772;3203163;1605839;1597324;50.13;16;7;69.57
636;29.11.2020;Volksinitiative «Für verantwortungsvolle Unternehmen – zum Schutz von Mensch und Umwelt»;3;4;4.1;4.16;1;1.6;1.62;9;9.3;.;3;2;51;2019-2023;2;2;88;108;2;13;30;Menschenrechts- und Umweltorganisationen sowie Hilfswerke;2;1;2;9999;1;1;1;.;1;1;1;.;.;1;1;2;1;9999;9999;9999;9999;2;2;2;1;1;2;9999;1;.;.;.;.;1;.;.;.;.;.;.;.;.;.;.;.;.;2019;15.10;16.80;25.60;.;2.10;13.20;7.80;0.30;1.00;0.10;1.00;0.00;0.80;.;0.20;11.40;2.40;0.00;0.00;0.00;0.00;2.20;44.60;52.10;0.00;0.00;0.00;3.30;.;1;0;0;5495345;2584840;47.04;16187;7844;2560809;1299129;1261680;50.73;8.5;14.5;36.96
637;29.11.2020;Volksinitiative «Für ein Verbot der Finanzierung von Kriegsmaterialproduzenten»;3;3;3.2;3.23;1;1.3;1.34;4;4.3;.;6;2;51;2019-2023;2;2;72;125;2;13;32;GSoA und Junge Grüne;2;1;2;9999;1;1;2;.;1;2;2;.;.;1;2;2;2;9999;9999;9999;9999;2;2;3;1;.;2;9999;1;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;2019;15.10;16.80;25.60;.;2.10;13.20;7.80;0.30;1.00;0.10;1.00;0.00;0.80;.;0.20;11.40;2.40;0.00;0.00;0.00;0.00;2.20;33.10;63.60;0.00;0.00;0.00;3.30;.;0;0;0;5495345;2579954;46.95;29449;8171;2542334;1081684;1460650;42.55;3.5;19.5;15.22
638;07.03.2021;Volksinitiative «Ja zum Verhüllungsverbot»;3;1;1.6;1.62;1;1.6;1.65;12;12.3;.;3;2;51;2019-2023;2;2;77;113;2;7;36;"""Egerkinger Komitee"" mit Mitgliedern der SVP, der EDU und der FDP";2;2;1;2;5;2;2;.;2;1;1;.;1;2;.;9999;9999;9999;9999;9999;9999;.;.;.;.;2;.;9999;2;.;.;.;.;2;2;.;.;.;.;.;.;.;.;.;.;.;2019;15.10;16.80;25.60;13.80;2.10;13.20;7.80;0.30;1.00;0.10;1.00;0.00;0.80;.;0.20;0.00;0.00;0.00;0.00;0.00;0.00;2.20;27.50;67.70;0.00;0.00;2.10;2.70;.;1;1;1;5496858;2826218;51.42;29104;9020;2788094;1427344;1360750;51.19;18;5;78.26
